art_style,emotion,painting,repetition,utterance,version,split,tokens_len,utterance_spelled,emotion_label,image_file,grounding_emotion
Art_Nouveau_Modern,fear,ferdinand-hodler_unity-1911,5,Perfection seems to be the key to these loyal followers.,old,train,10,perfection seems to be the key to these loyal followers,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/ferdinand-hodler_unity-1911.jpg,fear
Early_Renaissance,contentment,domenico-ghirlandaio_decoration-of-the-sala-del-gigli,6,The three men look like they're very proud.,old,train,9,the three men look like they are very proud,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/domenico-ghirlandaio_decoration-of-the-sala-del-gigli.jpg,contentment
High_Renaissance,fear,michelangelo_sistine-chapel-ceiling-judith-carrying-the-head-of-holofernes-1512,5,"The gruesome subject matter, grimy coloring and the claustrophobic manner in which the frame seems to be closing in on the scene is deeply unsettling.",old,train,25,the gruesome subject matter grimy coloring and the claustrophobic manner in which the frame seems to be closing in on the scene is deeply unsettling,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/michelangelo_sistine-chapel-ceiling-judith-carrying-the-head-of-holofernes-1512.jpg,fear
Pop_Art,something else,andy-warhol_elvis,6,"I feel very serious looking at this photo, their stern faces i believe is what makes it feel this way",old,train,20,i feel very serious looking at this photo their stern faces i believe is what makes it feel this way,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/andy-warhol_elvis.jpg,something else
Pop_Art,sadness,andy-warhol_elvis,6,"the fading and old quality give it a sad feeling, as if it's disappearing",old,train,15,the fading and old quality give it a sad feeling as if it is disappearing,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/andy-warhol_elvis.jpg,sadness
Early_Renaissance,sadness,sandro-botticelli_christ-carrying-the-cross(1),5,"The figure in the blue robe, I assume it's Mary, shows such despair it's hard to look at.",old,train,20,the figure in the blue robe i assume it is mary shows such despair it is hard to look at,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/sandro-botticelli_christ-carrying-the-cross(1).jpg,sadness
Art_Nouveau_Modern,excitement,aubrey-beardsley_sir-launcelot-and-the-witch-hellawes,5,"I'm not familiar of the witch in the story of Lancelot, but the detail is nice.  The uneven border is interesting.",old,train,22,i am not familiar of the witch in the story of lancelot but the detail is nice the uneven border is interesting,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/aubrey-beardsley_sir-launcelot-and-the-witch-hellawes.jpg,excitement
Mannerism_Late_Renaissance,excitement,paolo-veronese_hyman-juno-and-venus-1561,5,I feel excitement looking at the people and cherub angels honoring the seated woman.,old,train,14,i feel excitement looking at the people and cherub angels honoring the seated woman,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/paolo-veronese_hyman-juno-and-venus-1561.jpg,excitement
Expressionism,amusement,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,"The simple lines and subject matter, and the birds leave me feeling happy and amused.",old,rest,15,the simple lines and subject matter and the birds leave me feeling happy and amused,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,amusement
Impressionism,awe,claude-monet_shadows-on-the-sea-at-pourville,5,The light blue sea is mesmerizing and charming to observe and study,old,train,12,the light blue sea is mesmerizing and charming to observe and study,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/claude-monet_shadows-on-the-sea-at-pourville.jpg,awe
Mannerism_Late_Renaissance,something else,parmigianino_holy-family-with-shepherds-and-angels,5,Odd shadowy tracing work that makes me think of scary outcomes,old,train,11,odd shadowy tracing work that makes me think of scary outcomes,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/parmigianino_holy-family-with-shepherds-and-angels.jpg,something else
Rococo,amusement,dmitry-levitzky_natalia-melgunova,5,"This woman's dress is beautiful. Her hair, however...looks ridiculous.",old,train,11,this woman 's dress is beautiful her hair however looks ridiculous,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/dmitry-levitzky_natalia-melgunova.jpg,amusement
Naive_Art_Primitivism,something else,marc-chagall_three-angels-visit-abraham-genesis-xviii-1-8,5,The wizard and the angels sitting down at the table reminds me of a council meeting between morals and immortals.,old,train,20,the wizard and the angels sitting down at the table reminds me of a council meeting between morals and immortals,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/marc-chagall_three-angels-visit-abraham-genesis-xviii-1-8.jpg,something else
Mannerism_Late_Renaissance,amusement,paolo-veronese_scorn,6,The thought of a cherub having his way with a grown man in front of two women is funny.,old,train,19,the thought of a cherub having his way with a grown man in front of two women is funny,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/paolo-veronese_scorn.jpg,amusement
High_Renaissance,awe,lorenzo-lotto_sts-thomas-aquinas-and-flavian-sts-peter-the-martyr-and-vitus-1508,7,"I love the dual panel look, I also love the color scheme, its so warm.",old,train,15,i love the dual panel look i also love the color scheme its so warm,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/lorenzo-lotto_sts-thomas-aquinas-and-flavian-sts-peter-the-martyr-and-vitus-1508.jpg,awe
Ukiyo_e,contentment,katsushika-hokusai_sazai-hall-500-rakan-temples,5,"This presented the lifestyle of Japanese at that time very well, they had a good time at least.",old,train,18,this presented the lifestyle of japanese at that time very well they had a good time at least,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/katsushika-hokusai_sazai-hall-500-rakan-temples.jpg,contentment
Pop_Art,fear,charles-lapicque_tigre-1961,5,"I feel fear for the natural dominance of a tiger as it sits, waiting.",old,train,14,i feel fear for the natural dominance of a tiger as it sits waiting,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/charles-lapicque_tigre-1961.jpg,fear
Realism,fear,vasily-surikov_cossacks-in-boat-study-to-the-conquest-of-siberia-by-yermak,5,I like the pop of red color from the man's clothing in the boat.  I am wondering what they are aiming their guns at.,old,train,25,i like the pop of red color from the man 's clothing in the boat i am wondering what they are aiming their guns at,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/vasily-surikov_cossacks-in-boat-study-to-the-conquest-of-siberia-by-yermak.jpg,fear
Mannerism_Late_Renaissance,amusement,giorgio-vasari_lorenzo-de-medici-the-magnificent,5,the animal fur on the man's cuffs is funny,old,train,10,the animal fur on the man 's cuffs is funny,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/giorgio-vasari_lorenzo-de-medici-the-magnificent.jpg,amusement
High_Renaissance,contentment,leonardo-da-vinci_female-head,5,I am content because she looks so peaceful and her curls look so soft.,old,train,14,i am content because she looks so peaceful and her curls look so soft,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/High_Renaissance/leonardo-da-vinci_female-head.jpg,contentment
Early_Renaissance,contentment,domenico-veneziano_matteo-olivieri-1450,5,The young man looks very proud and distinguished in the way he is facing.,old,test,14,the young man looks very proud and distinguished in the way he is facing,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/domenico-veneziano_matteo-olivieri-1450.jpg,contentment
Cubism,disgust,pablo-picasso_guitar-on-pedestal-1920-2,6,"This image lacks organization, structure, and does not possess clearly defined shapes or familiar items",old,train,15,this image lacks organization structure and does not possess clearly defined shapes or familiar items,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/pablo-picasso_guitar-on-pedestal-1920-2.jpg,disgust
Realism,awe,vincent-van-gogh_churchyard-in-winter-1883-1(1),5,The two people look cold while wearing their coats near the church and the golden color throughout feels like moonlight.,old,test,20,the two people look cold while wearing their coats near the church and the golden color throughout feels like moonlight,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/vincent-van-gogh_churchyard-in-winter-1883-1(1).jpg,awe
Cubism,awe,auguste-herbin_dessert-1913,5,I like how all the colors blend well with the abstract,old,test,11,i like how all the colors blend well with the abstract,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/auguste-herbin_dessert-1913.jpg,awe
Art_Nouveau_Modern,contentment,raphael-kirchner_favorite-1,5,"The contrasting pink background works very well for the hints of white in the dead animal around her neck. The smoke rings appears as hearts, ver nice.",old,train,27,the contrasting pink background works very well for the hints of white in the dead animal around her neck the smoke rings appears as hearts ver nice,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/raphael-kirchner_favorite-1.jpg,contentment
Cubism,amusement,pablo-picasso_matador-1970,5,"The subject of the painting seems to be matador, and the artists relays this in an interesting and comical kind of way.",old,train,22,the subject of the painting seems to be matador and the artists relays this in an interesting and comical kind of way,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/pablo-picasso_matador-1970.jpg,amusement
Impressionism,sadness,camille-pissarro_the-clearing,6,The transparency of the children gives them a ghostly feel.,old,train,10,the transparency of the children gives them a ghostly feel,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/camille-pissarro_the-clearing.jpg,sadness
Ukiyo_e,amusement,utagawa-kunisada_not_detected_240342,5,Ancient porn. sex has fascinated people from the beginning of time.,old,train,11,ancient porn sex has fascinated people from the beginning of time,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/utagawa-kunisada_not_detected_240342.jpg,amusement
Realism,awe,anders-zorn_a-fisherman-1888,5,The detail is very realistic and almost appears as if you are looking at a photograph rather than a painting.,old,train,20,the detail is very realistic and almost appears as if you are looking at a photograph rather than a painting,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/anders-zorn_a-fisherman-1888.jpg,awe
Abstract_Expressionism,amusement,jack-tworkov_june-21-1964,5,This looks like an abstract or deconstructed American flag.,old,test,9,this looks like an abstract or deconstructed american flag,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/jack-tworkov_june-21-1964.jpg,amusement
Art_Nouveau_Modern,awe,jacek-malczewski_polonia-ii-1914,6,This is stunning and it is a wonderful display of young sexuality and the innocence of youth,old,train,17,this is stunning and it is a wonderful display of young sexuality and the innocence of youth,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/jacek-malczewski_polonia-ii-1914.jpg,awe
Fauvism,amusement,maurice-de-vlaminck_man-smoking-a-pipe-1900,5,"the man's facial features, hat,  & expression look clown-like to me",old,test,13,the man 's facial features hat & expression look clown like to me,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/maurice-de-vlaminck_man-smoking-a-pipe-1900.jpg,amusement
Mannerism_Late_Renaissance,something else,paolo-veronese_hyman-juno-and-venus-1561,5,The lady in the front that has her hands out make me think they are all confused at what is going on,old,train,22,the lady in the front that has her hands out make me think they are all confused at what is going on,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/paolo-veronese_hyman-juno-and-venus-1561.jpg,something else
Abstract_Expressionism,something else,sam-francis_untitled-1964-3,5,The splashes of color looks like paint splatters; there's not much to it which makes it uninteresting.,old,train,18,the splashes of color looks like paint splatters there is not much to it which makes it uninteresting,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/sam-francis_untitled-1964-3.jpg,something else
Expressionism,contentment,max-pechstein_dialogue-1920,5,Two people here have gathered together to have a friendly chat.,old,train,11,two people here have gathered together to have a friendly chat,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_dialogue-1920.jpg,contentment
Northern_Renaissance,awe,joachim-patinir_landscape-with-the-rest-on-the-flight,5,The scene has so much going on with people close to the viewer and those farther away.,old,train,17,the scene has so much going on with people close to the viewer and those farther away,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/joachim-patinir_landscape-with-the-rest-on-the-flight.jpg,awe
Mannerism_Late_Renaissance,awe,paolo-veronese_scorn,6,"the detail to the human physique is  stunning, as is the building and architecture detail.",old,train,15,the detail to the human physique is stunning as is the building and architecture detail,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/paolo-veronese_scorn.jpg,awe
Color_Field_Painting,contentment,maurice-esteve_trigourec-1972-1,5,This apparently random collection of shapes and colors is somewhat pleasing to the eyes as a visual stimulant that is not overtaxing.,old,train,22,this apparently random collection of shapes and colors is somewhat pleasing to the eyes as a visual stimulant that is not overtaxing,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/maurice-esteve_trigourec-1972-1.jpg,contentment
Realism,excitement,boris-kustodiev_exit-of-tsar-ivan-the-terrible-1900,5,The scene is of men gathering at night time with a candle for light to discuss something of importance.,old,test,19,the scene is of men gathering at night time with a candle for light to discuss something of importance,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/boris-kustodiev_exit-of-tsar-ivan-the-terrible-1900.jpg,excitement
Post_Impressionism,awe,gustave-loiseau_field-and-hills,5,"This is a place I want to visit, it looks so beautiful and picturesque.",old,train,14,this is a place i want to visit it looks so beautiful and picturesque,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/gustave-loiseau_field-and-hills.jpg,awe
Rococo,amusement,vladimir-borovikovsky_paul-i-1800,6,"the funny costume of the man, his funny boots and the silly expression on his face sounds fun to me.",old,train,20,the funny costume of the man his funny boots and the silly expression on his face sounds fun to me,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/vladimir-borovikovsky_paul-i-1800.jpg,amusement
Ukiyo_e,awe,keisai-eisen_shimada-station-shimada-shuku-no-24-from-an-untitled-series-of-the-fifty-three-stations-of-the(1),5,The woman's posture and clothing remind me of how many different cultures there are,old,train,15,the woman 's posture and clothing remind me of how many different cultures there are,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/keisai-eisen_shimada-station-shimada-shuku-no-24-from-an-untitled-series-of-the-fifty-three-stations-of-the(1).jpg,awe
Naive_Art_Primitivism,awe,pablo-picasso_lying-female-nude-1932,6,the curves of the lady are like that of a cloud,old,train,11,the curves of the lady are like that of a cloud,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/pablo-picasso_lying-female-nude-1932.jpg,awe
Expressionism,contentment,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,The crossed pylons gives this composition a very pleasing symmetry.,old,rest,10,the crossed pylons gives this composition a very pleasing symmetry,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,contentment
Abstract_Expressionism,disgust,richard-pousette-dart_blood-wedding-1958,6,The background reminds me of a stained glass window but the red splotches remind me of blood,old,train,17,the background reminds me of a stained glass window but the red splotches remind me of blood,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/richard-pousette-dart_blood-wedding-1958.jpg,disgust
Fauvism,amusement,max-weber_chinese-bowl,5,Both the fruit and bread look very vibrant against the table cloth.,old,train,12,both the fruit and bread look very vibrant against the table cloth,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/max-weber_chinese-bowl.jpg,amusement
Romanticism,amusement,sir-lawrence-alma-tadema_the-education-of-the-children-of-clovis-1861,5,the young boy in the middle stands out in his mustard color outfit.,old,train,13,the young boy in the middle stands out in his mustard color outfit,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/sir-lawrence-alma-tadema_the-education-of-the-children-of-clovis-1861.jpg,amusement
Minimalism,anger,david-batchelor_hackney-road-drawing-2004,5,I feel like the light is being blocked out by the black boxes.,old,train,13,i feel like the light is being blocked out by the black boxes,4,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Minimalism/david-batchelor_hackney-road-drawing-2004.jpg,anger
Expressionism,fear,mark-rothko_interior,5,The two figures in the bottom left and right 'boxes' remind me of headless statues of women. They're creepy.,old,train,20,the two figures in the bottom left and right boxes remind me of headless statues of women they are creepy,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/mark-rothko_interior.jpg,fear
Rococo,awe,william-hogarth_the-battle-of-the-pictures-1745,6,Looks like an art fair for some very important biblical pieces.,old,train,11,looks like an art fair for some very important biblical pieces,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/william-hogarth_the-battle-of-the-pictures-1745.jpg,awe
Expressionism,amusement,filipp-malyavin_two-girls-1910,12,Everything is a blur except that one face so it stands out and looks weird.,old,train,15,everything is a blur except that one face so it stands out and looks weird,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/filipp-malyavin_two-girls-1910.jpg,amusement
Ukiyo_e,excitement,katsushika-hokusai_new-year-s-days-of-the-teahouse-ogi-ya-1812,6,Everyone in the painting seems to be up to no good and it's exciting. I want to know what's going on.,old,train,23,everyone in the painting seems to be up to no good and it is exciting i want to know what is going on,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/katsushika-hokusai_new-year-s-days-of-the-teahouse-ogi-ya-1812.jpg,excitement
Expressionism,contentment,filipp-malyavin_two-girls-1910,12,The pattern of the dress nears abstraction but is visually impactful and contrasts with the realistic face.,old,train,17,the pattern of the dress nears abstraction but is visually impactful and contrasts with the realistic face,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/filipp-malyavin_two-girls-1910.jpg,contentment
Ukiyo_e,fear,utagawa-kuniyoshi_clearing-water-at-horikawa,5,This person is fighing for what they believe in and it will cost them their life and that saddens me.,old,train,20,this person is fishing for what they believe in and it will cost them their life and that saddens me,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/utagawa-kuniyoshi_clearing-water-at-horikawa.jpg,fear
Pop_Art,amusement,lourdes-castro_ver-o-1991,5,This person looks very comfortable while standing on their head.,old,train,10,this person looks very comfortable while standing on their head,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/lourdes-castro_ver-o-1991.jpg,amusement
Expressionism,fear,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,The bright toyish-like colors mixed with the small totally black birds feels like something bad will happen.,old,rest,18,the bright boyish like colors mixed with the small totally black birds feels like something bad will happen,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,fear
Northern_Renaissance,amusement,lucas-cranach-the-elder_portrait-of-a-young-woman-1530,6,The womans fluffy white hat looks like a poodles fur.,old,train,10,the womans fluffy white hat looks like a poodles fur,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/lucas-cranach-the-elder_portrait-of-a-young-woman-1530.jpg,amusement
Pointillism,contentment,edouard-vuillard_my-grandmother-1892,5,An garden of one person on the story,old,train,8,an garden of one person on the story,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pointillism/edouard-vuillard_my-grandmother-1892.jpg,contentment
Realism,sadness,james-tissot_statesmen-no-380-caricature-of-archibald-campbell-tait-archbishop-of-canterbury,6,The man looks rather sad with the way his hands clasped together.,old,train,12,the man looks rather sad with the way his hands clasped together,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Realism/james-tissot_statesmen-no-380-caricature-of-archibald-campbell-tait-archbishop-of-canterbury.jpg,sadness
Romanticism,contentment,vasily-tropinin_portrait-of-d-p-tatishchev-1838,6,"The person has soft eyes, a slight smile and they are wearing a decorated soldier's uniform.",old,train,17,the person has soft eyes a slight smile and they are wearing a decorated soldier 's uniform,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/vasily-tropinin_portrait-of-d-p-tatishchev-1838.jpg,contentment
Baroque,excitement,frans-hals_peeckelhaering-detail-1643,5,the dark colors make the figure look ominious,old,train,8,the dark colors make the figure look ominous,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/frans-hals_peeckelhaering-detail-1643.jpg,excitement
Naive_Art_Primitivism,amusement,fernand-leger_the-album-circus-1950-31,5,the hats look like they are being tossed about to be caught,old,train,12,the hats look like they are being tossed about to be caught,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/fernand-leger_the-album-circus-1950-31.jpg,amusement
Mannerism_Late_Renaissance,sadness,el-greco_lady-with-a-flower-in-her-hair,6,"this woman herself looks bored, and the costume that she is wearing looks uncomfortable",old,train,14,this woman herself looks bored and the costume that she is wearing looks uncomfortable,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/el-greco_lady-with-a-flower-in-her-hair.jpg,sadness
Baroque,sadness,rembrandt_the-apostle-paul-1659,5,the dark background and the man's expression are glum,old,train,10,the dark background and the man 's expression are glum,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/rembrandt_the-apostle-paul-1659.jpg,sadness
Cubism,amusement,willi-baumeister_swimmers-on-the-ladder-1929,6,"The colors are rich. One can see figures, including a smiley face.",old,train,12,the colors are rich one can see figures including a smiley face,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/willi-baumeister_swimmers-on-the-ladder-1929.jpg,amusement
Color_Field_Painting,contentment,helen-frankenthaler_untitled(1),5,"the blue has a calming effect. like looking at my kids water toys at the bottom of the pool, without my glasses on",old,test,23,the blue has a calming effect like looking at my kids water toys at the bottom of the pool without my glasses on,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/helen-frankenthaler_untitled(1).jpg,contentment
Color_Field_Painting,something else,olivier-debre_touraine-automne-jaune-rose,5,I like the colors bit I'm not into pictures that don't tell a story.,old,train,16,i like the colors bit i am not into pictures that do not tell a story,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/olivier-debre_touraine-automne-jaune-rose.jpg,something else
Northern_Renaissance,awe,martin-schongauer_madonna-on-the-turf-bench,5,The woman and baby are that like Mary and the baby Jesus,old,train,12,the woman and baby are that like mary and the baby jesus,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Northern_Renaissance/martin-schongauer_madonna-on-the-turf-bench.jpg,awe
Rococo,awe,vladimir-borovikovsky_portrait-of-grand-duchess-alexandra,6,I don't understand how they got the portrait of another woman on the woman's torso.,old,train,17,i do not understand how they got the portrait of another woman on the woman 's torso,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/vladimir-borovikovsky_portrait-of-grand-duchess-alexandra.jpg,awe
Fauvism,contentment,max-weber_chinese-bowl,5,I can imagine sitting down at this table with someone and sharing a pleasant snack.,old,train,15,i can imagine sitting down at this table with someone and sharing a pleasant snack,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/max-weber_chinese-bowl.jpg,contentment
Naive_Art_Primitivism,excitement,david-burliuk_peasant-woman-with-red-and-green-cows,7,"The scene itself is calming, but the bold colors make it much more exciting.",old,train,14,the scene itself is calming but the bold colors make it much more exciting,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/david-burliuk_peasant-woman-with-red-and-green-cows.jpg,excitement
Minimalism,awe,alberto-carneiro_uma-floresta-para-os-teus-sonhos-1970,6,"A manmade forrest stripped down to it's bare essentials, very powerful message.",old,train,13,a manmade forrest stripped down to it is bare essentials very powerful message,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Minimalism/alberto-carneiro_uma-floresta-para-os-teus-sonhos-1970.jpg,awe
Abstract_Expressionism,something else,cy-twombly_untitled-16,5,looks like scribbles on a chalkboard,old,train,6,looks like scribbles on a chalkboard,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/cy-twombly_untitled-16.jpg,something else
Rococo,something else,giovanni-battista-tiepolo_the-banquet-of-cleopatra-1744,6,"While this picture seems to have a lot going on, everyone's expression seem lifeless and bland. It's like they're figures in a wax museum.",old,train,27,while this picture seems to have a lot going on everyone 's expression seem lifeless and bland it is like they are figures in a wax museum,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/giovanni-battista-tiepolo_the-banquet-of-cleopatra-1744.jpg,something else
Naive_Art_Primitivism,awe,maria-primachenko_fairy-bird-peacock-1936,5,Awesome colors blending and the great patterns made me very impressed.,old,train,11,awesome colors blending and the great patterns made me very impressed,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/maria-primachenko_fairy-bird-peacock-1936.jpg,awe
Impressionism,fear,camille-pissarro_the-clearing,6,I feel scared because the person in the blue looks like a ghost.,old,train,13,i feel scared because the person in the blue looks like a ghost,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/camille-pissarro_the-clearing.jpg,fear
Pop_Art,amusement,andy-warhol_elvis,6,This painting uses an icon pictured twice to get a smile from the viewer.,old,train,14,this painting uses an icon pictured twice to get a smile from the viewer,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/andy-warhol_elvis.jpg,amusement
Ukiyo_e,amusement,keisai-eisen_shimada-station-shimada-shuku-no-24-from-an-untitled-series-of-the-fifty-three-stations-of-the(1),5,"So many layers of clothing! I love how they seem to be wiggling their toes, letting their feet feel the air.",old,train,21,so many layers of clothing i love how they seem to be wiggling their toes letting their feet feel the air,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/keisai-eisen_shimada-station-shimada-shuku-no-24-from-an-untitled-series-of-the-fifty-three-stations-of-the(1).jpg,amusement
Color_Field_Painting,amusement,helen-frankenthaler_santa-fe-ii-1986,6,"To me, this painting is playful, it makes me smiles - the artist is having fun with abstracts & colors.  Beautiful.",old,train,20,to me this painting is playful it makes me smiles the artist is having fun with abstracts & colors beautiful,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/helen-frankenthaler_santa-fe-ii-1986.jpg,amusement
Romanticism,contentment,gustave-dore_the-two-goats,6,Two horse are seemingly meeting in the forest with the fallen log on top of the stream.,old,train,17,two horse are seemingly meeting in the forest with the fallen log on top of the stream,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/gustave-dore_the-two-goats.jpg,contentment
Fauvism,contentment,mary-fedden_zebra-2007,5,I feel relaxed because the color scheme.,old,train,7,i feel relaxed because the color scheme,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Fauvism/mary-fedden_zebra-2007.jpg,contentment
